,company_Name,job_title,experience,job_description,job_Link
403,ASSA ABLOY Group,Collibra Developer,Freshers or Not specified,"About the job
Data Governance Developer

As Data Governance Developer, you will work closely with our data governance team along with IT & BI teams to integrate and document data from various applications, systems, and data stores. You will be a key team player in helping us map and set standards and rules around data governance on an enterprise level.
Assist with the implementation of data governance tool (Collibra) and integration including areas such as workflow for data ingestion, data quality, master data, and data life cycle management
Document by mapping data lineage across systems and data sources
Develop workflows in Collibra using JAVA
Build & manage data lineage models for business processes and platform architecture to ensure correct sourcing, use, and access to critical data.
Work with API for data integration
Comfortable working in a fast-paced, dynamic environment and ability to quickly shift efforts to prioritize business needs
What We Are Looking For

This position requires a high degree of accuracy and attention to detail. Proficiency with coding and understanding data structures. Comfort with various information systems (i.e. finance, customer management, inventory, sales, etc…) will be needed. Other requirements will include:
Associates or Bachelor’s degree in Computer Science or related field
Previous work experience programming (in lieu of work experience, we will consider extensive courses in programming), Work with data governance, data quality, data engineering or related fields is ideal
Strong experience with SQL
JAVA programming knowledge/experience
Solid understanding of data structures, data models
Strong Excel experience a must
Experience with business intelligence tools such as PowerBI, QlikView, or Tableau a plus
Experience with data governance/management systems (i.e. Collibra) or similar is a plus
Good communication skills – written and verbal

We are the ASSA ABLOY Group

Our people have made us the global leader in access solutions. In return, we open doors for them wherever they go. With nearly 51,000 colleagues in more than 70 different countries, we help billions of people experience a more open world. Our innovations make all sorts of spaces – physical and virtual – safer, more secure, and easier to access.

As an employer, we value results – not titles, or backgrounds. We empower our people to build their career around their aspirations and our ambitions – supporting them with regular feedback, training, and development opportunities. Our colleagues think broadly about where they can make the most impact, and we encourage them to grow their role locally, regionally, or even internationally.

As we welcome new people on board, it’s important to us to have diverse, inclusive teams, and we value different perspectives and experiences.",https://www.linkedin.com/jobs/view/3477038129/?alternateChannel=search&refId=Zmldpy1Ju%2Fq1y%2BP%2Bi2HDcw%3D%3D&trackingId=1%2BnMihMfHnD3Dlll8tSQug%3D%3D&trk=d_flagship3_search_srp_jobs
404,Eaton,Senior Data Analyst,8 year,"About the job
If you desire to be part of something special, to be part of a winning team, to be part of a fun team – winning is fun. We are looking forward to a Senior Data Analyst in Eaton’s Sales and Marketing Center, based in Pune, India. In Eaton, making our work exciting, engaging, and meaningful; ensuring safety, health, wellness; and being a model of inclusion & diversity are already embedded in who we are - it’s in our values, part of our vision, and our clearly defined aspirational goals.

This position supports end-to-end master data product maintenance processes within the Electrical Sector. Incumbent will be responsible for –
The MDM Sr Data Analyst II role reports to the Deputy Manager - MDM and supports end-to-end master data product maintenance processes within the Electrical Sector. He/she will be responsible for providing product data to Eaton’s ES distributors, data warehouses and applications across the globe.
He/she will be responsible with working with Informatica P360 modifying / building syndication templates to support data syndication – the process of distributing product information directly to a channel partner system. This will include gathering requirements, technical analysis, and the technical implementation of those requirements. He/She responsible for MDM projects and decision making on data requirement strategies. He/she will work as backup of Team Lead to support the teams task.
In addition, with direct syndication, he/she will be an expert in all data syndicates, specializing in Electrical Data standards globally, such as IDEA Connector (CAS/PAS), Trade Service, ETIM, CDW, CNET, Gfk Etilize, Home Depot, Amazon, Retail, Etc.

This Exciting Role Offers Opportunity To

Engaging with stakeholders and peers to tactically and strategically improve our data quality environment.
This position is responsible for lead the MDM projects and take the decision on data requirement strategies .
He / She will manage the project Individually and as well as with team.
Candidate should able to manage the team task and work as a backup of Team Lead.
Responsible to build and operationalize processes that ensure timely data-loading and maintain accuracy and relevance of data.
Should have excellent communication skills in passing down instruction to the junior Data Analyst and support whenever needed.
Work with Product Data Hub tools to build a centralized product database for Electrical Product lines.
Experience in Product lifecycle Management, product development and management exposure.
Ability to find inconsistencies in product information and working through the enterprise governance processes for standardization.
Collaborates with technical team for system improvements and testing of Integration mappings between different applications and PDH.
Works with different source systems (Product drawings, ERPs, etc.) to source product attributes and specifications.
Ability to present details of complex data quality or workflow issues for internal review.
Flexible attitude to work with and the willingness to learn new skills when required.
Write and edit a heavy volume of product information such as product descriptions, product attributes and unstructured content.
Working on deployment projects (region specific) with larger scope of Product data hub in co-ordination with IT & Project management team
Responsibility for collecting, organizing, creating, documenting, and entering detailed attribute information.

Qualifications

Education level required: Diploma / B.E. Electronics and Electrical Engineering
5-8 years of experience in product lifecycle management, product development and management exposure
Technical knowledge: Electrical products, MS Access, Informatica IDQ
Strong data analytical skills, familiarity with SQL preferred.
Strong presentation skills and the ability to rapidly develop rapport with internal / external leaders to gain trust and confidence.
Knowledge of Data Governance models
Flexible attitude to work with and the willingness to learn new skills when required.

Yes! Because you are the one, we are looking for, we hope to hear from you now!

Education level required: Diploma / B.E. Electronics and Electrical Engineering
5-8 years of experience in product lifecycle management, product development and management exposure
Technical knowledge: Electrical products, MS Access, Informatica IDQ
Strong data analytical skills, familiarity with SQL preferred.
Strong presentation skills and the ability to rapidly develop rapport with internal / external leaders to gain trust and confidence.
Knowledge of Data Governance models
Flexible attitude to work with and the willingness to learn new skills when required.

Yes! Because you are the one, we are looking for, we hope to hear from you now!

Eaton is an intelligent power management company dedicated to improving the quality of life and protecting the environment for people everywhere. We are guided by our commitment to do business right, to operate sustainably and to help our customers manage power ─ today and well into the future. By capitalizing on the global growth trends of electrification and digitalization, we’re accelerating the planet’s transition to renewable energy, helping to solve the world’s most urgent power management challenges, and doing what’s best for our stakeholders and all of society. Founded in 1911, Eaton has been listed on the NYSE for nearly a century. We reported revenues of $19.6 billion in 2021 and serve customers in more than 170 countries.

Our culture is built on a strong commitment to practicing our core values and supporting our employees with the tools they need to succeed. We have demonstrated our passion for sustainability with the announcement of cutting carbon emissions from the company’s operations by at least 50 percent by 2030.

Eaton is committed to having a workforce that is diverse and non-discriminatory at all levels, reflecting the diversity of our customers and the varied environments in which we conduct business around the world. Our success depends on our ability to attract and retain the very best people unlimited by race, color, social or economic status, religion, national origin, marital status, age, disability, veteran status, sexual orientation, gender identity or any protected status. Eaton follows relevant non-discrimination laws and regulations in the countries where we operate. It is the policy of the Company to make all decisions regarding employment, including hiring, compensation, training, promotions, transfers, or lay-offs, based on the principle of equal employment opportunity as defined above.

Job: Marketing

Region: Asia Pacific

Organization: Corporate Sector

Job Level: Individual Contributor

Schedule: Full-time

Is remote work (i.e. working from home or another Eaton facility) allowed for this position?: No

Does this position offer relocation?: Relocation from within hiring country only

Travel: No",https://www.linkedin.com/jobs/view/3487968754/?alternateChannel=search&refId=Zmldpy1Ju%2Fq1y%2BP%2Bi2HDcw%3D%3D&trackingId=8j94QGaIJ1DcB8OW0Mwc%2FQ%3D%3D&trk=d_flagship3_search_srp_jobs
405,Optum,Software Engineering Lead - Pega Developer,7 year,"About the job
Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Come make an impact on the communities we serve as we help advance health equity on a global scale. Here, you will find talented peers, comprehensive benefits, a culture guided by diversity and inclusion, career growth opportunities and your life's best work.(sm)

Primary Responsibilities
Predominantly involved in developing business solutions by creating new and modifying existing software applications leveraging Pega platform
Participate in design and estimation discussions and help lead in task prioritization for team in Sprint
Help translate requirements into user-stories and actively participate in project lifecycle
Work closely with SA/BA/Architects to ensure requirements are well documented and clear
Support and mentor team members on day-to-day tasks. Be accountable for timely quality delivery of assigned modules
Provide appropriate status updates and track project assignments on routine basis
Actively participate in quality audits, reviews time to time
Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to, transfer and/or re-assignment to different work locations, change in teams and/or work shifts, policies in regards to flexibility of work benefits and/or work environment, alternative work arrangements, and other decisions that may arise due to the changing business environment). The Company may adopt, vary or rescind these policies and directives in its absolute discretion and without any limitation (implied or otherwise) on its ability to do so
Required Qualifications
Undergraduate degree or equivalent experience
7+ years of experience in software development with hands on experience on PEGA PRPC (8.X)
Experience of enterprise level systems development with solid knowledge of industry standard interface protocols (i.e. SOAP, MQ, HTTP, EJB, etc.)
Experienced in production support
Solid Integration experience
String experience in development of Pega projects
Extensive experience in skills-Best Practices, Task Estimation, Unit Testing, Code Reviews, Risk Identification
Worked on at least one Smart BPM project lifecycle
Good understanding of software engineering practices and architecture guidelines
Basic understanding of US healthcare
Well versed in Agile process
Very good verbal and written communication skills
Careers with Optum. Our objective is to make health care simpler and more effective for everyone. With our hands at work across all aspects of health, you can play a role in creating a healthier world, one insight, one connection and one person at a time. We bring together some of the greatest minds and ideas to take health care to its fullest potential, promoting health equity and accessibility. Work with diverse, engaged and high-performing teams to help solve important challenges.

At UnitedHealth Group, our mission is to help people live healthier lives and make the health system work better for everyone. We believe everyone–of every race, gender, sexuality, age, location and income–deserves the opportunity to live their healthiest life. Today, however, there are still far too many barriers to good health which are disproportionately experienced by people of color, historically marginalized groups and those with lower incomes. We are committed to mitigating our impact on the environment and enabling and delivering equitable care that addresses health disparities and improves health outcomes - an enterprise priority reflected in our mission.

#njp",https://www.linkedin.com/jobs/view/3495948840/?alternateChannel=search&refId=Zmldpy1Ju%2Fq1y%2BP%2Bi2HDcw%3D%3D&trackingId=0sYpKypeGBk4R3ISvq0L9g%3D%3D&trk=d_flagship3_search_srp_jobs
406,Industrial Scientific,Senior Software Engineer- Java,5 year,"About the job
At Industrial Scientific Corporation (A Fortive Company), we rely on our dynamic team of engineers to solve the many challenges that come with our rapidly evolving technical stack. We’re seeking a full-stack engineer who is ready to work with new technologies and architectures in a forward-thinking organization that’s always pushing boundaries. Our ideal candidate has experience building products across the stack and a firm understanding of web frameworks, APIs, databases, and multiple back-end languages. You’ll be joining a team working at the forefront of new technology, solving the challenges that impact both the front-end and back-end architecture, and ultimately, delivering amazing global user experiences.

Responsibilities

Develop the front and back ends, including integrating 3RD Party APIs
Redesign or enhance legacy applications to support improved functionality
Ensure all code written is robust, secure, efficient, and meets the requirements as outlined
Participate in code reviews and unit testing of all completed development items for quality
Assists with application performance testing, tuning, and bug fixes
Participate in all aspects of the agile software development process
Demonstrate the ability to adapt and work with team members of various experience level
Create/Update technical and functional documentation for the software or system
Keep Updating industry knowledge and skills through continuous learning activities

Qualifications:

5+ Years of experience with strong backend experience and good knowledge of frontend
Hands-on experience with design and development with min 5+ years of Java
Hands-on experience with Web API Technologies – SOAP/REST/GraphQL/gRPC
Hands-on experience with Web Frameworks - Angular/React/Ember & HTML/CSS
Hands-on experience with Database – Entity Framework/Hibernate, Relational & NoSQL
Experience with DevSecOps, Kubernetes, Microservices, and Cloud (AWS/Azure/GCP)
Familiarity with Creating and Maintaining CI/CD pipelines
Familiarity with working in an Agile Scrum environment
Attention to Detail, Good problem-solving skills.
Excellent Written and Verbal Communication skills.
Ideal Team Player - Humble, Hungry, Smart (ISC Way)

e is a diversified industrial growth company comprised of Professional Instrumentation and Industrial Technologies businesses that are recognized leaders in attractive markets. With 2017 revenues of $6.7 billion, Fortive’s well-known brands hold leading positions in field instrumentation, transportation, sensing, product realization, automation and specialty, and franchise distribution.

Fortive is headquartered in Everett, Washington and employs a team of more than 26,000 research and development, manufacturing, sales, distribution, service and administrative employees in more than 50 countries around the world. Our team grows by tackling challenges that accelerate progress and further their careers. With a culture rooted in continuous improvement, the core of our company’s operating model is the Fortive Business System. For more information please visit: www.fortive.com.

About Us:

The people at Industrial Scientific are making a difference. We believe that great people working with great tools in a supportive environment can't help but deliver better products and services and do their best work for our customers. Our leaders understand the critical elements of breakthrough performance: bringing out the best in people; creating a climate of trust, openness and high performance; fostering candor and initiative; and treating people fairly and with dignity. Industrial Scientific provides the environment, leadership and support that enable employees to exceed their career expectations.

Industrial Scientific product development is a team of skilled engineers, designers and technicians in the disciplines of electrical, mechanical, and firmware engineering. Third-party design partners are utilized (both locally and abroad) to augment our in-house team or to provide specific expertise. For the most part, we build what we design – often in our modern factory right here in Western Pennsylvania.

We design and develop a wide variety of world-class gas detection instruments, sensors, accessories and infrastructure for internet connectivity and remote management. Our designs utilize the latest mixed-signal embedded computing technology, mechanical packaging, miniaturization, and compelling user-interfaces. We partner with a dedicated, in-house application software team providing feature-rich PC- and web-based applications that help our customers get the most out of their instruments. We also work with our in-house sensor engineering team on the latest technologies in gas hazard detection.

IND001397",https://www.linkedin.com/jobs/view/3478583485/?alternateChannel=search&refId=Zmldpy1Ju%2Fq1y%2BP%2Bi2HDcw%3D%3D&trackingId=nH8ryXKgyIx7n7%2FVYRDO5A%3D%3D&trk=d_flagship3_search_srp_jobs
407,Cadence Design Systems,Sr Principal Application Engineer,0 year,"About the job
At Cadence, we hire and develop leaders and innovators who want to make an impact on the world of technology.

Cadence is a pivotal leader in electronic design, building upon more than 30 years of computational software expertise. The company applies its underlying Intelligent System Design strategy to deliver software, hardware and IP that turn design concepts into reality. Cadence customers are the world’s most innovative companies, delivering extraordinary electronic products from chips to boards to systems for the most dynamic market applications including consumer, hyperscale computing, 5G communications, automotive, aerospace industrial and health.

The Cadence Advantage

The opportunity to work on cutting-edge technology in an environment that encourages you to be creative, innovative, and to make an impact.
Cadence’s employee-friendly policies focus on the physical and mental well-being of employees, career development, providing opportunities for learning, and celebrating success in recognition of specific needs of the employees.
The unique “One Cadence – One Team” culture promotes collaboration within and across teams to ensure customer success
Multiple avenues of learning and development available for employees to explore as per their specific requirement and interests
You get to work with a diverse team of passionate, dedicated, and talented individuals who go above and beyond for our customers, our communities, and each other—every day.

Job Summary

As a senior member of the India Field Organization for the Digital and Signoff Group, you will partner closely with our top semiconductor customers to drive and build unique and innovative methodologies to implement cutting-edge designs. This involves working closely with the customers to understand their key challenges, develop efficient methodologies, help them leverage the latest tool capabilities, and guide them to achieve their design goals. You will have an opportunity to acquire both breadth and depth of technical knowledge, get wide exposure to the latest designs that customers are working on, and have the ability to influence at all levels, both internally and externally.

This role also provides a front-row opportunity to participate in the evolution of key technology solutions to the most pressing design problems. In this role, you will have the opportunity to work with product teams to influence product direction with your timely feedback and observations.

In addition to wielding technical influence, your unique understanding of the customer and their key careabouts will have a deep impact on the business strategy. You will collaborate closely with the sales teams to help drive account strategy and campaigns.

This an excellent opportunity to work in a supportive and friendly work environment, where we are vested in each other’s success, and are passionate about technology and innovation.

Job Responsibilities

Independently drive RTL-to-GDSII metrics on complex designs
Drive methodology and solution-oriented discussions with key stake holders
Partner with sales team to help drive account strategy and campaigns
Evangelize and drive adoption of new technology across customers
Produce out-of-the-box solutions to customer problems using either tool capabilities or scripting techniques
Deploy ML based Solutions to improve productivity and PPA
Narrow down complex problems to pointed tool issues for R&D resolution
Collaborate with worldwide AE teams and mentor junior team members

Qualifications

BE/BTech/ME/MS/MTech in Electrical/Electronics

Experience And Technical Skills Required

10+ years of experience in Digital Implementation flow on advanced nodes
Expertise in one or more domains – Synthesis/PnR/STA
Knowledge of scripting languages & Flow development is a big plus
Must have excellent debugging skills and ability to separate out the critical issues from trivial ones.

Behavioural Skills Required

Must possess strong written, verbal and presentation skills
Ability to establish a close working relationship with both customer peers and management
Explore what’s possible to get the job done, including creative use of unconventional solutions
Work effectively across functions and geographies
Push to raise the bar while always operating with integrity

We’re doing work that matters. Help us solve what others can’t.",https://www.linkedin.com/jobs/view/3436976439/?alternateChannel=search&refId=Zmldpy1Ju%2Fq1y%2BP%2Bi2HDcw%3D%3D&trackingId=TbOjGg1kDLPVQYlijPsC5Q%3D%3D&trk=d_flagship3_search_srp_jobs
408,Rippling,Staff Software Engineer - Finance Platform,8 year,"About the job
About Rippling

Rippling is the first way for businesses to manage all of their HR & IT—payroll, benefits, computers, apps, and more—in one unified workforce platform.

By connecting every business system to one source of truth for employee data, businesses can automate all of the manual work they normally need to do to make employee changes. Take onboarding, for example. With Rippling, you can just click a button and set up a new employees’ payroll, health insurance, work computer, and third-party apps—like Slack, Zoom, and Office 365—all within 90 seconds.

Based in San Francisco, CA, Rippling has raised $700M from the world’s top investors—including Kleiner Perkins, Founders Fund, Sequoia, and Bedrock—and was named one of America’s best startup employers by Forbes (#12 out of 500).

About the Team:

Rippling is seeking a highly skilled and motivated Staff Engineer to join our Finance Platform Team. This role is a great opportunity to be a key technical leader at Rippling with high visibility and growth opportunities. The successful candidate will be responsible for leading the development and delivery of Rippling's finance platform. This platform includes accounting, payments and financial reporting systems that are critical to our customers' success. You will work closely with cross-functional teams to ensure the successful delivery of high-quality, scalable, and reliable financial services to our customers.

Your role will involve an outstanding blend of business and technical savviness, the ability to look into and build a big-picture vision, and make that vision a reality. This is a high ownership, impact, and visibility role building a product that will directly impact Rippling’s growth.

You will:

Engineer and maintain innovative, customer centric, high performance, secure and robust solutions
Confidently ship moderate/large features and improvements with minimal guidance and support from other team members. Collaborate with the team on larger projects
Solve technical problems of the highest scope and complexity of the team
Translate high-level business requirements into a software design; communicate the designs to the other developers in the team.
Review and share feedback on code, features, technology, architecture, and designs. Drive the standards around code quality and testing across your product.
Develop and maintain technical documentation, including design documents, architecture diagrams, and test plans
Provide mentorship to junior engineers on your team to help them grow in their technical responsibilities and remove blockers to their autonomy
Have exposure to business and technical leadership to strategize what can improve our revenue and our ability to scale rapidly
Stay up-to-date with emerging trends and technologies in the FinTech industry

Qualifications:

Bachelor's or Master's degree in Computer Science or related field.
Minimum 8 years of programming experience
Ability to thrive in an ambiguous environment by identifying areas of impact and independently pursuing them
Proficient in Java, Python, or similar programming languages
Preferred experience in our technology stack- Python, MongoDB, AWS.
Infectious passion for solving real customer pain points
Experience in building scalable distributed systems
Excellent ability to communicate complex technical ideas with clarity and precision in written and verbal modes
Experience leading and mentoring junior engineers
Preferred experience in high performance organization, preferably a tech startup",https://www.linkedin.com/jobs/view/3537834993/?alternateChannel=search&refId=Zmldpy1Ju%2Fq1y%2BP%2Bi2HDcw%3D%3D&trackingId=7RkHudSZOr%2BQIzwYj0ngsA%3D%3D&trk=d_flagship3_search_srp_jobs
409,Software AG,SAP FI : Sr. Consultant / Lead Consultant (In-house),9 year,"About the job
SAP FI : Sr. Consultant / Lead Consultant (In-house)

About Company:

Software AG having a headquarter in Darmstadt, Germany was incorporated in the year 1969 have a presence in more than 70 countries. Software AG is the software pioneer of a truly connected world. Since 1969, we’ve helped 10,000+ organizations turn data into decisions. Our industry-leading suite of integration & API management, IOT & analytics and business transformation products creates a flow of data between people, departments, systems, and devices. We connect people and technology for a smarter tomorrow.

Our story goes beyond technology. We put people first – employees, customers, and partners. We build strong teams and cultivate relationships that last. We provide incomparable products, solutions, services, and technical excellence for our customers. We are a team of over 5,000 colleagues across 70+ countries who value inclusion, integrity, and innovation. Our size means everyone has an impact and every voice is valued. We are big enough to compete and small enough to care.

Professionals joining us, would strengthen our operational capabilities (Inhouse).

About Job:

Location: Bangalore / Chennai / Pune / Noida /Hyderabad, India (Hybrid Working).

Experience :15+ Years

We are looking for a Senior Consultant / Lead Consultant – SAP FI / SAP ABAP (IT Application Implementation and Support services) within our IT Technology department. You will be joining a motivated team supporting and implementing our global hybrid SAP ECC system and its associated processes and reporting to global IT Finance Leader.

Furthermore, we are in process of a digital transformation from SAP ECC to SAP S/4HANA and would certainly appreciate a profile decorated with hands on experience in SAP S/4HANA and SAP ABAP thus completes the requirements for the eligible applicant. Furthermore, minimum of 9+ years of SAP FI configuration and process experience with at least 3 end to end implementations.

Responsibilities in SAP FI (ECC & SAP S/4HANA)
Cross process area experience in Product Costing, FSCM, FICA, PSCD and FSCD
GL – New GL with Segment Reporting
Accounts Receivable / FSCM, Accounts Payable / Banking.
Cost Center Accounting, Cost Element Accounting & Internal Orders
Project Systems, Investment Management
Asset Accounting
Product Costing
COPA, FICA, PSCD, FSCD
Cash Management and Treasury
Should have run Blueprint Workshop and should be able to map Business Processes to SAP.

Responsibilities in SAP ABAP:
Act as an Individual contributor for AMS projects to support multiple customers delivery model.
Good knowledge of web development technologies like UI5, HTML 5, jQuery, CSS and JavaScript & ABAP Debugging, SAP Code inspector & other SAP standard tools w.r.t development.
Experience on ABAP/4 Workbench building of Data Dictionary Objects, Subroutine and Function Modules.
Expertise in Data Migrations/Conversions using BDC Programming, LSMW and BAPI
Experience in BAPI, User Exits, BADIs, Customer Exit and Enhancement Framework, Web DynPro portal and Workflow
Experience in SMARTFORMS & SAP-SCRIPTS, Dialog programming and BDC Programming & Experience in Business transactions and Events (BTE)
Experience in SAP FIORI AND SAP S/4 HANA Administration
Hands-on in SAP Gateway and OData Services.
Apply the subject matter expertise on critical issues/change requests & act as a de-escalation point to help resolve them in the given SLA in the areas of core ABAP development and web development technologies like UI5, HTML 5, jQuery, CSS and JavaScript.
Experienced / have knowledge in using JIRA tool.
You have strong conceptual, analytical skills, a team player and collegiality is especially important.
You have a very good command of English – other foreign/state languages are an advantage.",https://www.linkedin.com/jobs/view/3512668875/?alternateChannel=search&refId=Zmldpy1Ju%2Fq1y%2BP%2Bi2HDcw%3D%3D&trackingId=pxdRvAYRinh68qqwyYdRNg%3D%3D&trk=d_flagship3_search_srp_jobs
410,Alorica,IT.Information Security.Data Security.Analyst,Freshers or Not specified,"About the job
About Us

At Alorica, we only do one thing – make lives better, one interaction at a time. We’re a global leader in customer service and experience, serving the world’s biggest brands with tens of thousands of employees in hundreds of locations around the globe.

Every day, we aim to live up to our mission of creating insanely great customer experiences. But as Alorica employees, giving back matters just as much – that’s why we’re so proud of Making Lives Better with Alorica, a non-profit, 501(c)(3) organization dedicated to providing assistance to employees, their families and the people, organizations and communities who support them. Simply put, we want to make lives better…one interaction at a time. And to do that, we need the very best people to join us.

Organization

At Alorica, we’re all about putting our team members on a passionate, rewarding career path—and we work hard to craft an insanely great work environment for our colleagues. A place where you can be yourself. Where you can work hard and play hard. Where you can get involved in the community. And where doing the right thing—and taking care of one another—is an integral part of who we are.",https://www.linkedin.com/jobs/view/3504239214/?alternateChannel=search&refId=Zmldpy1Ju%2Fq1y%2BP%2Bi2HDcw%3D%3D&trackingId=lc1WRc7yFTAkqlSOHRB3eQ%3D%3D&trk=d_flagship3_search_srp_jobs
411,Interactive Brokers,Data Analytics and Reporting - Analyst,Freshers or Not specified,"About the job
Interactive Brokers is looking to hire a Data Analytics and Reporting Analyst at their Mumbai office. This position comes with excellent growth potential for highly motivated and exceptional performers. The Analyst will report to a Data Analytics Manager. The analyst will be responsible for creating and delivering compelling and intuitive metrics-based solutions, including dashboards and data visualizations designed to inform regulatory and strategic operational objectives under the guidance of the manager. Responsibility will also include performing BAU Financial Crimes metrics generation and distribution based on established compliance policy, procedures, and guidance.

Responsibilities

Document business requirements related to metrics reporting
Translate business requirements into technical specifications for developing and delivering compelling and intuitive metrics-based solutions, including dashboards and data visualizations.
Actively finds ways to support reporting priorities through Data & Analytics techniques
Work in a team environment to generate metrics reports using Word / Excel / PowerPoint / Tableau.
Assist team in creating dashboards and reports based on a wide variety of data following established procedures.
Manipulate AML and other financial crime risk data to analyze variances, gaps, and issues.
Escalate metrics findings to reporting manager.
Assist in developing new and transitioning older metrics dashboards and data visualizations using data visualization tools like Tableau.
Become a trusted advisor and thought leader on compliance data and analytical techniques.
Conduct extensive quality control and recordkeeping procedures to ensure the highest levels of data integrity over metrics and data visualizations produced.
Ensure the delivery of high-quality work products with strong attention to detail.

Qualifications

Understanding Financial Compliance data is a plus.
Fluent with all MS Office tools, particularly Excel and PowerPoint
Experience with Python and SQL
Demonstrated organizational skills and the ability to multitask and work independently.
Outstanding leadership, communication, analytical, and project management skills
Exceptional quantitative and qualitative analytical skills and project management capabilities, including knowledge of data visualization tools (i.e., Power BI, Tableau, etc.). Must be proficient in Microsoft Office, especially Microsoft Excel (power query)

Preferred Qualifications

Bachelor's or master's degree focused on computer science, mathematics, statistics and/or economic techniques
Minimum five years of professional experience with data visualization tools
Minimum five years of professional experience in Python, NoSQL and Linux.
Minimum five years of Relational databases experience SQL
Company Benefits & Perks

Competitive salary package.
Performance-based annual bonus ( cash and stocks ).
Hybrid working model ( 3 days office/week ).
Group Medical & Life Insurance.
Modern offices with free amenities & fully stocked cafeterias.
Monthly food card & company-paid snacks.
Hardship/shift allowance with company-provided pickup & drop facility*
Attractive employee referral bonus.
Frequent company-sponsored team-building events and outings.
Depending upon the shifts.
The benefits package is subject to change at the management's discretion.

Company Overview

Interactive Brokers LLC, a subsidiary of Interactive Brokers Group, Inc. (Ticker: IBKR) is a direct access electronic broker serving professionals, frequent traders, institutional investors, financial advisors and introducing brokers. Our clients have access to more than 150 market centers around the world from a single integrated account. Our employees are part of a dynamic, multi-national, fast-paced, results-oriented team that has spent four decades focused on advanced technology and automation that equips our clients with a uniquely sophisticated platform to manage their investment portfolios. We provide our clients with advantageous execution prices, risk and portfolio management tools, research facilities and investment products, at low or no cost, positioning them to achieve superior returns.

Headquartered in Greenwich, CT, USA. IBKR has offices in more than 15 countries across the world.

IBKR is a member of NYSE, FINRA, and SIPC. Interactive Brokers Group brokerage affiliates are regulated by securities and commodities agencies around the world.

Click the link to view a short video with a few words from current Interactive Brokers employees: https://www.interactivebrokers.com/en/index.php?f=31899",https://www.linkedin.com/jobs/view/3543073266/?alternateChannel=search&refId=Zmldpy1Ju%2Fq1y%2BP%2Bi2HDcw%3D%3D&trackingId=pqAaKEZBZRe5vh94cG4h0Q%3D%3D&trk=d_flagship3_search_srp_jobs
412,Capco,Senior Python Developers in Capital Market,Freshers or Not specified,"About the job
About Capco
Capco, a Wipro company, is a global technology and management consultancy specializing in driving digital transformation in the financial services industry. With a growing client portfolio comprising of over 100 global organizations, Capco operates at the intersection of business and technology by combining innovative thinking with unrivalled industry knowledge to deliver end-to-end data-driven solutions and fast-track digital initiatives for banking and payments, capital markets, wealth and asset management, insurance, and the energy sector. Capco’s cutting-edge ingenuity is brought to life through its Innovation Labs and award-winning Be Yourself At Work culture and diverse talent.

Job Description for Python Developers
Location: Mumbai/ Bangalore
Experience: 7+yrs

Skills / Experience / Qualification
Requirement
We are seeking a collaborative, hands-on Python developer to help build out its global data science environment for quants, sales & trading. This is a rapidly-growing and high-priority area, and the growth in users and use-cases has warranted the investment from the business to build out a team in Mumbai.

As a Python data engineering developer, you are required to:
• Work closely with quants and traders on multiple trading desks to design, develop, deploy and support innovative data science solutions
• Work within a global team in an agile environment, so strong communications skills are very important.

QUALIFICATIONS
Skilled required:
• Experience developing/designing data-driven systems in Python
• Python data engineering stack including libraries such as Flask / Numpy / Pandas / Dask / Plotly / Jupyter

Skills desired:
• Full stack HTML5 Web development experience
• KDB knowledge or experience with another high-performance timeseries database
• Experience with financial concepts such as equities / fixed income / options / futures
• Experience with AWS or Azure",https://www.linkedin.com/jobs/view/3530299020/?alternateChannel=search&refId=5NdQ6wQytIrN84bFw6Iruw%3D%3D&trackingId=D0y43y1Ibg3jcC8tPlni7Q%3D%3D&trk=d_flagship3_search_srp_jobs
